a66_id	main_id	ra	dec	otype	identifier
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"WD 0500-156"
"PN A66    7"	"PN A66    7"	75.78138642496	-15.606311337320001	"PN"	"WD 0500-157"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"2MASS J20313321-0705178"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"DENIS J203133.2-070517"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"Gaia DR2 6907822573352460032"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"Gaia DR3 6907822573352460032"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"GALEX J203133.1-070517"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"GALEX J203133.3-070520"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"GSC2 S3020230458"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PK 038-25  1"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PN A55   57"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PN A66   70"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PN ARO  351"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PN G038.1-25.4"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PN VV'  536"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"PSO J307.8883-07.0883"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"SCM 254"
"PN A66   70"	"PN A66   70"	307.88836479172	-7.08834303071	"PN"	"TIC 159406048"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"CSI+47-20308"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"DWB 188"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"GAL 084.9+04.6"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"GEN# +6.20056071"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"GSC2 N0302210698"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"GSC2 N030221094047"
"PN A66   71"	"PN A66   71"	308.09673333333336	47.34733611111111	"PN"	"PK 085+04  1"
