oid	hd_id	sao_id
15554	"HD 207219"	"SAO  51276"
2986014	"HD  20722"	"SAO 216256"
1584017	"HD 207220"	"SAO  71684"
1551093	"HD 207221"	"SAO  71685"
1479054	"HD 207222"	"SAO  89985"
1468315	"HD 207223"	"SAO 107395"
1321416	"HD 207224"	"SAO 145670"
1204188	"HD 207227"	"SAO 190634"
3419753	"HD 207228"	"SAO 247192"
3369559	"HD 207229"	"SAO 255080"
2984967	"HD  20723"	"SAO 216254"
73181	"HD 207232"	"SAO  33731"
1540259	"HD 207233"	"SAO  71688"
1428479	"HD 207234"	"SAO 107397"
1341446	"HD 207235"	"SAO 145671"
1310650	"HD 207236"	"SAO 164658"
1292061	"HD 207237"	"SAO 164659"
1232838	"HD 207238"	"SAO 190635"
3404092	"HD 207239"	"SAO 247195"
2984967	"HD  20723A"	"SAO 216254"
3369852	"HD 207240"	"SAO 255081"
3336225	"HD 207241"	"SAO 255087"
1540260	"HD 207242"	"SAO  71689"
1525586	"HD 207243"	"SAO  89986"
1507902	"HD 207244"	"SAO  89989"
1487599	"HD 207245"	"SAO  89987"
1362401	"HD 207246"	"SAO 145672"
630200	"HD  20725"	"SAO  56372"
1252453	"HD 207250"	"SAO 190637"
1217468	"HD 207251"	"SAO 190638"
1217480	"HD 207252"	"SAO 190636"
1189911	"HD 207253"	"SAO 213300"
3419795	"HD 207254"	"SAO 247194"
3387181	"HD 207255"	"SAO 255083"
3387180	"HD 207256"	"SAO 255082"
3369854	"HD 207257"	"SAO 255084"
11586590	"HD 207258"	"SAO 255088"
630206	"HD  20726"	"SAO  56373"
199147	"HD 207260"	"SAO  19624"
96622	"HD 207261"	"SAO  33734"
34047	"HD 207262"	"SAO  51281"
1584031	"HD 207263"	"SAO  71691"
1498366	"HD 207264"	"SAO  89993"
1487617	"HD 207266"	"SAO  89994"
1468322	"HD 207267"	"SAO 107399"
1428480	"HD 207268"	"SAO 107398"
1418962	"HD 207269"	"SAO 127062"
632091	"HD  20727"	"SAO 111135"
1310651	"HD 207270"	"SAO 164660"
11596641	"HD 207271"	"SAO 164661"
1300727	"HD 207272"	"SAO 164662"
1144345	"HD 207276"	"SAO 213301"
1144351	"HD 207277"	"SAO 213304"
1144362	"HD 207278"	"SAO 213303"
3436552	"HD 207279"	"SAO 230849"
635322	"HD  20728"	"SAO 148904"
3369855	"HD 207283"	"SAO 255085"
1479055	"HD 207284"	"SAO  89995"
1321495	"HD 207285"	"SAO 145674"
1300728	"HD 207287"	"SAO 164663"
1282510	"HD 207289"	"SAO 164664"
635794	"HD  20729"	"SAO 168462"
11596239	"HD 207290"	"SAO 190639"
1161198	"HD 207291"	"SAO 213302"
3350888	"HD 207294"	"SAO 255090"
251705	"HD 207295"	"SAO  10136"
68130	"HD 207296"	"SAO  51283"
68147	"HD 207297"	"SAO  51287"
1507972	"HD 207298"	"SAO  89996"
635729	"HD  20730"	"SAO 168461"
1341459	"HD 207300"	"SAO 145675"
1252498	"HD 207302"	"SAO 190640"
11596283	"HD 207303"	"SAO 190641"
3471055	"HD 207304"	"SAO 230850"
3335862	"HD 207306"	"SAO 257967"
199600	"HD 207308"	"SAO  19629"
2930	"HD 207309"	"SAO  51290"
3027402	"HD  20731"	"SAO 216253"
1507917	"HD 207310"	"SAO  89997"
1410215	"HD 207311"	"SAO 127063"
1217413	"HD 207312"	"SAO 190642"
3436577	"HD 207314"	"SAO 230852"
11590006	"HD 207315"	"SAO 230853"
3387182	"HD 207317"	"SAO 255086"
1507948	"HD 207319"	"SAO  89998"
3040190	"HD  20732"	"SAO 233066"
1410230	"HD 207320"	"SAO 127065"
1351568	"HD 207322"	"SAO 145676"
1252499	"HD 207324"	"SAO 190644"
1189908	"HD 207325"	"SAO 213309"
3471069	"HD 207326"	"SAO 230851"
251322	"HD 207327"	"SAO  19625"
157547	"HD 207328"	"SAO  33741"
96672	"HD 207329"	"SAO  33746"
3056637	"HD  20733"	"SAO 233065"
73399	"HD 207330"	"SAO  51293"
15369	"HD 207331"	"SAO  51294"
1498433	"HD 207332"	"SAO  90002"
1428502	"HD 207333"	"SAO 107400"
1428547	"HD 207334"	"SAO 127066"
1380478	"HD 207335"	"SAO 127068"
1341460	"HD 207336"	"SAO 145677"
1310652	"HD 207338"	"SAO 164665"
1310661	"HD 207339"	"SAO 164666"
3139099	"HD  20734"	"SAO 248768"
1300658	"HD 207340"	"SAO 164667"
1272714	"HD 207341"	"SAO 164669"
1232808	"HD 207342"	"SAO 190649"
1232811	"HD 207343"	"SAO 190645"
1232841	"HD 207344"	"SAO 190647"
1217487	"HD 207345"	"SAO 190648"
1204187	"HD 207346"	"SAO 190646"
1161139	"HD 207347"	"SAO 213311"
199148	"HD 207349"	"SAO  19632"
34089	"HD 207350"	"SAO  51296"
34089	"HD 207350A"	"SAO  51296"
2400	"HD 207351"	"SAO  51297"
1525612	"HD 207352"	"SAO  71709"
1507920	"HD 207353"	"SAO  89999"
1498454	"HD 207354"	"SAO  90001"
1428533	"HD 207355"	"SAO 107401"
1410192	"HD 207356"	"SAO 127069"
1410232	"HD 207357"	"SAO 127067"
1362390	"HD 207358"	"SAO 145678"
11596587	"HD 207359"	"SAO 164668"
212291	"HD  20736"	"SAO  23990"
1252519	"HD 207361"	"SAO 190650"
11590940	"HD 207362"	"SAO 190651"
1161206	"HD 207363"	"SAO 213312"
3369856	"HD 207364"	"SAO 255091"
3335859	"HD 207365"	"SAO 257969"
11586148	"HD 207366"	"SAO 257970"
237604	"HD 207369"	"SAO  19631"
631117	"HD  20737"	"SAO  93400"
1525614	"HD 207370"	"SAO  71710"
1525660	"HD 207371"	"SAO  90000"
1380427	"HD 207372"	"SAO 145679"
1341449	"HD 207373"	"SAO 145680"
1272715	"HD 207374"	"SAO 164670"
1161207	"HD 207375"	"SAO 213315"
11590157	"HD 207376"	"SAO 230854"
3387162	"HD 207377"	"SAO 247196"
1525644	"HD 207379"	"SAO  90003"
636033	"HD  20738"	"SAO 168464"
1479082	"HD 207380"	"SAO  90007"
1428511	"HD 207381"	"SAO 107403"
1321468	"HD 207382"	"SAO 145682"
1272723	"HD 207387"	"SAO 190652"
11590172	"HD 207389"	"SAO 230855"
637359	"HD  20739"	"SAO 194228"
3335608	"HD 207392"	"SAO 257973"
1507921	"HD 207393"	"SAO  90008"
1507922	"HD 207393B"	"SAO  90011"
1507952	"HD 207394"	"SAO  90006"
1399763	"HD 207395"	"SAO 127072"
1300743	"HD 207397"	"SAO 164671"
1252507	"HD 207398"	"SAO 190653"
1161220	"HD 207399"	"SAO 213319"
1544866	"HD   2074"	"SAO  53875"
3436571	"HD 207400"	"SAO 230858"
9918681	"HD 207402A"	"SAO 247197"
3404315	"HD 207402B"	"SAO 247198"
278002	"HD 207405"	"SAO  10135"
1540312	"HD 207406"	"SAO  71712"
1410159	"HD 207407"	"SAO 127074"
1351543	"HD 207408"	"SAO 145683"
1189929	"HD 207409"	"SAO 213320"
1144352	"HD 207410"	"SAO 213322"
3452948	"HD 207411"	"SAO 230857"
11590108	"HD 207412"	"SAO 230859"
3387503	"HD 207413"	"SAO 247199"
3387174	"HD 207415"	"SAO 247202"
220406	"HD 207416"	"SAO  19634"
97806	"HD 207417"	"SAO  33753"
1551150	"HD 207418"	"SAO  71714"
1498456	"HD 207419"	"SAO  90012"
243172	"HD  20742"	"SAO  12736"
1252500	"HD 207423"	"SAO 190655"
1252508	"HD 207424"	"SAO 190654"
1204192	"HD 207426"	"SAO 213318"
3404095	"HD 207428"	"SAO 247201"
227255	"HD  20743"	"SAO  23992"
3335864	"HD 207430"	"SAO 257972"
15354	"HD 207431"	"SAO  51309"
1419022	"HD 207432"	"SAO 127078"
1399765	"HD 207433"	"SAO 127080"
1362384	"HD 207434"	"SAO 145684"
1341418	"HD 207435"	"SAO 145685"
1292030	"HD 207438"	"SAO 164673"
1282512	"HD 207439"	"SAO 164674"
633179	"HD  20744"	"SAO 130428"
11590620	"HD 207441"	"SAO 213323"
3453740	"HD 207442"	"SAO 230860"
3452924	"HD 207443"	"SAO 230861"
15318	"HD 207445"	"SAO  51310"
1551131	"HD 207446"	"SAO  71716"
1204194	"HD 207449"	"SAO 213324"
1144353	"HD 207450"	"SAO 213325"
3436780	"HD 207451"	"SAO 230862"
3419812	"HD 207452"	"SAO 247200"
3404369	"HD 207453"	"SAO 247203"
11586845	"HD 207454"	"SAO 255092"
1498457	"HD 207456"	"SAO  90015"
1468325	"HD 207457"	"SAO 107410"
11596595	"HD 207459"	"SAO 164675"
634889	"HD  20746"	"SAO 148906"
1282513	"HD 207460"	"SAO 164676"
1282514	"HD 207461"	"SAO 164677"
1272736	"HD 207462"	"SAO 190658"
1252501	"HD 207463"	"SAO 190657"
2932	"HD 207468"	"SAO  51314"
1540313	"HD 207469"	"SAO  71718"
635045	"HD  20747"	"SAO 148905"
1507924	"HD 207470"	"SAO  90017"
1479099	"HD 207471"	"SAO  90019"
1428550	"HD 207472"	"SAO 127083"
1410235	"HD 207473"	"SAO 127082"
1362411	"HD 207474"	"SAO 145686"
1341453	"HD 207475"	"SAO 145687"
1232814	"HD 207477"	"SAO 190661"
1232842	"HD 207478"	"SAO 190659"
636750	"HD  20748"	"SAO 194230"
1217469	"HD 207480"	"SAO 190660"
3320581	"HD 207482"	"SAO 257974"
3304707	"HD 207483"	"SAO 258918"
251706	"HD 207484"	"SAO  10142"
251831	"HD 207485"	"SAO  10143"
34354	"HD 207486"	"SAO  51317"
15326	"HD 207487"	"SAO  51313"
2404	"HD 207488"	"SAO  51316"
1584067	"HD 207489"	"SAO  71720"
637360	"HD  20749"	"SAO 194229"
1487662	"HD 207490"	"SAO  90020"
1410217	"HD 207491"	"SAO 127085"
3404370	"HD 207494"	"SAO 247204"
3320305	"HD 207496"	"SAO 257976"
3320305	"HD 207496A"	"SAO 257976"
1498421	"HD 207498"	"SAO  90023"
1487643	"HD 207499"	"SAO  90021"
1502785	"HD   2075"	"SAO  73965"
212471	"HD  20750"	"SAO  23991"
1321487	"HD 207502"	"SAO 145689"
1300733	"HD 207503"	"SAO 164679"
1272737	"HD 207504"	"SAO 190663"
1232815	"HD 207506"	"SAO 190665"
1217488	"HD 207507"	"SAO 190666"
1189914	"HD 207508"	"SAO 213326"
1161221	"HD 207509"	"SAO 213327"
139281	"HD  20751"	"SAO  38761"
1144740	"HD 207510"	"SAO 230863"
3452959	"HD 207511"	"SAO 230864"
3436781	"HD 207512"	"SAO 230865"
157525	"HD 207514"	"SAO  33761"
96692	"HD 207515"	"SAO  33764"
1584085	"HD 207516"	"SAO  71722"
1487678	"HD 207517"	"SAO  90024"
1410220	"HD 207518"	"SAO 127090"
1300734	"HD 207519"	"SAO 164680"
88004	"HD  20752"	"SAO  38757"
11596636	"HD 207520"	"SAO 164681"
1282515	"HD 207521"	"SAO 164682"
1252536	"HD 207522"	"SAO 190667"
1232843	"HD 207523"	"SAO 190668"
1189915	"HD 207524"	"SAO 213328"
3387175	"HD 207526"	"SAO 247205"
199164	"HD 207528"	"SAO  19642"
34104	"HD 207529"	"SAO  51320"
629984	"HD  20753"	"SAO  56376"
1584068	"HD 207530"	"SAO  71724"
1498415	"HD 207531"	"SAO  90025"
1468358	"HD 207532"	"SAO 107413"
1419045	"HD 207533"	"SAO 127091"
1399770	"HD 207534"	"SAO 127092"
1161212	"HD 207536"	"SAO 213330"
157502	"HD 207538"	"SAO  33763"
97500	"HD 207539"	"SAO  33765"
629985	"HD  20754"	"SAO  56377"
1310665	"HD 207540"	"SAO 164683"
11596287	"HD 207541"	"SAO 190669"
97807	"HD 207543"	"SAO  33768"
2405	"HD 207544"	"SAO  51322"
1458067	"HD 207545"	"SAO 107415"
1380486	"HD 207546"	"SAO 127096"
1362412	"HD 207549"	"SAO 145691"
630380	"HD  20755"	"SAO  75887"
1310680	"HD 207550"	"SAO 164684"
1282486	"HD 207552"	"SAO 164686"
1282485	"HD 207553"	"SAO 164685"
1282503	"HD 207554"	"SAO 164687"
1272739	"HD 207555"	"SAO 190670"
1252503	"HD 207556"	"SAO 190672"
1252520	"HD 207557"	"SAO 190671"
1204195	"HD 207558"	"SAO 213331"
630931	"HD  20756"	"SAO  75886"
97439	"HD 207561"	"SAO  33770"
1540289	"HD 207562"	"SAO  71726"
1479100	"HD 207563"	"SAO  90027"
1428515	"HD 207564"	"SAO 107417"
1419024	"HD 207565"	"SAO 127098"
1399755	"HD 207566"	"SAO 127097"
1341454	"HD 207567"	"SAO 145692"
1310681	"HD 207568"	"SAO 164688"
1217470	"HD 207569"	"SAO 190673"
635587	"HD  20757"	"SAO 168466"
11596220	"HD 207570"	"SAO 190674"
1204190	"HD 207571"	"SAO 190675"
3471057	"HD 207572"	"SAO 230866"
3369841	"HD 207575"	"SAO 255093"
199691	"HD 207577"	"SAO  19649"
1525649	"HD 207578"	"SAO  90028"
1487649	"HD 207579"	"SAO  90029"
1487665	"HD 207580"	"SAO  90030"
1410238	"HD 207581"	"SAO 127100"
1351544	"HD 207582"	"SAO 145693"
1292064	"HD 207583"	"SAO 164689"
1252455	"HD 207585"	"SAO 190676"
1204196	"HD 207588"	"SAO 213333"
637377	"HD  20759"	"SAO 194231"
3404372	"HD 207590"	"SAO 247206"
3335891	"HD 207591"	"SAO 257975"
3335609	"HD 207592"	"SAO 257977"
1525618	"HD 207593"	"SAO  71734"
1458083	"HD 207594"	"SAO 107418"
1380488	"HD 207596"	"SAO 127101"
1351569	"HD 207597"	"SAO 145694"
1321488	"HD 207598"	"SAO 145695"
1483458	"HD   2076"	"SAO  73963"
3000308	"HD  20760"	"SAO 216257"
1217482	"HD 207603"	"SAO 190677"
1144343	"HD 207604"	"SAO 213335"
3419813	"HD 207605"	"SAO 247207"
3404317	"HD 207607"	"SAO 247208"
34107	"HD 207608"	"SAO  51327"
2933	"HD 207609"	"SAO  51329"
2409	"HD 207610"	"SAO  51330"
1362392	"HD 207611"	"SAO 145696"
1282505	"HD 207612"	"SAO 164690"
3436578	"HD 207615"	"SAO 230868"
3404103	"HD 207617"	"SAO 247210"
3404127	"HD 207618"	"SAO 247209"
157550	"HD 207619"	"SAO  33773"
227257	"HD  20762"	"SAO  23996"
157549	"HD 207620"	"SAO  33774"
2411	"HD 207621"	"SAO  51334"
1584089	"HD 207622"	"SAO  71736"
1540316	"HD 207623"	"SAO  71742"
1507926	"HD 207624"	"SAO  90032"
1487644	"HD 207625"	"SAO  90034"
1428516	"HD 207626"	"SAO 107423"
1321502	"HD 207627"	"SAO 145698"
1272741	"HD 207629"	"SAO 190678"
633851	"HD  20763"	"SAO 130429"
1232816	"HD 207630"	"SAO 190679"
11596222	"HD 207631"	"SAO 190681"
3453786	"HD 207632"	"SAO 230867"
3387478	"HD 207634"	"SAO 247211"
3304404	"HD 207635"	"SAO 258919"
251826	"HD 207636"	"SAO  19646"
1551121	"HD 207637"	"SAO  71740"
1468360	"HD 207638"	"SAO 107424"
1351570	"HD 207639"	"SAO 145697"
1272724	"HD 207642"	"SAO 190680"
1161141	"HD 207644"	"SAO 213337"
1144743	"HD 207645"	"SAO 230869"
73241	"HD 207647"	"SAO  51332"
1584071	"HD 207648"	"SAO  71743"
1551137	"HD 207649"	"SAO  71744"
1551137	"HD 207649A"	"SAO  71744"
3027068	"HD  20765"	"SAO 233069"
1525652	"HD 207650"	"SAO  90040"
1479135	"HD 207651"	"SAO 107427"
1468361	"HD 207652"	"SAO 107425"
1380499	"HD 207653"	"SAO 127103"
1321489	"HD 207656"	"SAO 145699"
3139100	"HD  20766"	"SAO 248770"
73208	"HD 207661"	"SAO  33781"
34053	"HD 207662"	"SAO  51338"
1551152	"HD 207663"	"SAO  71747"
1458068	"HD 207664"	"SAO 107426"
1351479	"HD 207665"	"SAO 145700"
1321490	"HD 207667"	"SAO 145701"
11590318	"HD 207669"	"SAO 230870"
256126	"HD  20767"	"SAO  12740"
3304914	"HD 207670"	"SAO 257981"
97501	"HD 207671"	"SAO  33778"
15357	"HD 207672"	"SAO  51342"
2413	"HD 207673"	"SAO  51344"
1525653	"HD 207674"	"SAO  90043"
1498436	"HD 207675"	"SAO  90044"
1428517	"HD 207676"	"SAO 107431"
1310668	"HD 207678"	"SAO 164691"
630182	"HD  20768"	"SAO  56380"
11590622	"HD 207681"	"SAO 213341"
302209	"HD 207683"	"SAO   3619"
219822	"HD 207684"	"SAO  19655"
2414	"HD 207685"	"SAO  51346"
1321391	"HD 207686"	"SAO 145702"
1310653	"HD 207687"	"SAO 164693"
1292033	"HD 207688"	"SAO 164692"
1272725	"HD 207689"	"SAO 190683"
632210	"HD  20769"	"SAO 111140"
1272650	"HD 207691"	"SAO 190686"
1252510	"HD 207692"	"SAO 190685"
11596226	"HD 207694"	"SAO 190687"
1217484	"HD 207695"	"SAO 190684"
11590934	"HD 207696"	"SAO 213340"
3453894	"HD 207697"	"SAO 230871"
3453741	"HD 207698"	"SAO 230872"
1355621	"HD   2077"	"SAO 128751"
632571	"HD  20770"	"SAO 111139"
3335810	"HD 207700"	"SAO 257978"
1584104	"HD 207701"	"SAO  71748"
1551153	"HD 207702"	"SAO  71750"
1525604	"HD 207703"	"SAO  71749"
1410224	"HD 207704"	"SAO 127104"
1321491	"HD 207707"	"SAO 145703"
632762	"HD  20771"	"SAO 111138"
1204197	"HD 207711"	"SAO 213342"
1189937	"HD 207712"	"SAO 213343"
1161208	"HD 207713"	"SAO 213345"
1161213	"HD 207714"	"SAO 213344"
11586889	"HD 207715"	"SAO 247212"
3387176	"HD 207716"	"SAO 247213"
3351101	"HD 207718"	"SAO 255094"
1487681	"HD 207719"	"SAO  90047"
633159	"HD  20772"	"SAO 130430"
1399678	"HD 207720"	"SAO 127105"
1380500	"HD 207721"	"SAO 127106"
1282517	"HD 207722"	"SAO 164694"
1232817	"HD 207723"	"SAO 190688"
1161203	"HD 207724"	"SAO 213346"
1161222	"HD 207725"	"SAO 213347"
3453742	"HD 207726"	"SAO 230873"
97441	"HD 207728"	"SAO  33785"
97467	"HD 207729"	"SAO  33786"
635313	"HD  20773"	"SAO 148907"
73403	"HD 207730"	"SAO  51347"
1487666	"HD 207731"	"SAO  90048"
11596637	"HD 207732"	"SAO 164695"
3419782	"HD 207736"	"SAO 230874"
3404318	"HD 207737"	"SAO 247215"
3387508	"HD 207738"	"SAO 247214"
15431	"HD 207739"	"SAO  51349"
636295	"HD  20774"	"SAO 168467"
1507929	"HD 207740"	"SAO  90050"
1458101	"HD 207741"	"SAO 107435"
1399776	"HD 207742"	"SAO 127109"
1362403	"HD 207743"	"SAO 145705"
1341465	"HD 207745"	"SAO 145704"
11596594	"HD 207748"	"SAO 164696"
636733	"HD  20775"	"SAO 194234"
1217489	"HD 207751"	"SAO 190689"
1189909	"HD 207752"	"SAO 213349"
3387177	"HD 207753"	"SAO 247216"
15358	"HD 207754"	"SAO  51353"
2755	"HD 207755"	"SAO  51351"
1540330	"HD 207756"	"SAO  71754"
1444864	"HD 207757"	"SAO 107436"
1428537	"HD 207758"	"SAO 107437"
637154	"HD  20776"	"SAO 194233"
11596426	"HD 207760"	"SAO 164697"
1272744	"HD 207761"	"SAO 190690"
1232818	"HD 207762"	"SAO 190691"
1204198	"HD 207763"	"SAO 213350"
1161142	"HD 207764"	"SAO 213352"
11590319	"HD 207765"	"SAO 230875"
3350882	"HD 207766"	"SAO 255096"
264969	"HD 207767"	"SAO  10155"
251730	"HD 207768"	"SAO  10164"
2936	"HD 207769"	"SAO  51354"
3093757	"HD  20777"	"SAO 233067"
2415	"HD 207770"	"SAO  51355"
1584106	"HD 207771"	"SAO  71757"
1419026	"HD 207772"	"SAO 127111"
1362338	"HD 207773"	"SAO 145706"
1321470	"HD 207774"	"SAO 145707"
1282519	"HD 207775"	"SAO 164698"
317214	"HD 207779"	"SAO   3601"
211879	"HD  20778"	"SAO  23997"
199713	"HD 207780"	"SAO  19663"
97443	"HD 207781"	"SAO  33793"
1584073	"HD 207782"	"SAO  71756"
1428518	"HD 207783"	"SAO 107439"
1410205	"HD 207784"	"SAO 127113"
1252511	"HD 207788"	"SAO 190692"
1232809	"HD 207789"	"SAO 190693"
632064	"HD  20779"	"SAO  93402"
3471064	"HD 207790"	"SAO 230877"
3453783	"HD 207791"	"SAO 230878"
3436572	"HD 207792"	"SAO 230881"
97808	"HD 207793"	"SAO  33794"
1507930	"HD 207794"	"SAO  90051"
1380503	"HD 207795"	"SAO 127116"
1380502	"HD 207796"	"SAO 127114"
1300762	"HD 207797"	"SAO 164699"
3453743	"HD 207799"	"SAO 230879"
1304847	"HD   2078"	"SAO 147259"
632764	"HD  20780"	"SAO 111141"
3436852	"HD 207800"	"SAO 230880"
3436549	"HD 207801"	"SAO 230882"
3369862	"HD 207802"	"SAO 255097"
278003	"HD 207803"	"SAO  10153"
1540331	"HD 207804"	"SAO  71762"
1540332	"HD 207805"	"SAO  71763"
1282415	"HD 207809"	"SAO 164700"
636294	"HD  20781"	"SAO 168468"
3452949	"HD 207811"	"SAO 230883"
3436853	"HD 207812"	"SAO 230884"
3370067	"HD 207813"	"SAO 255095"
73263	"HD 207815"	"SAO  51357"
1487657	"HD 207816"	"SAO  90052"
1362339	"HD 207817"	"SAO 145710"
1341467	"HD 207818"	"SAO 145709"
1252504	"HD 207819"	"SAO 190695"
636669	"HD  20782"	"SAO 168469"
1232819	"HD 207820"	"SAO 190696"
11596225	"HD 207821"	"SAO 190697"
1161214	"HD 207822"	"SAO 213357"
1144347	"HD 207823"	"SAO 213359"
3404376	"HD 207824"	"SAO 247217"
237584	"HD 207825"	"SAO  19662"
220191	"HD 207826"	"SAO  19665"
1584074	"HD 207827"	"SAO  71764"
1444753	"HD 207828"	"SAO 107447"
1419007	"HD 207829"	"SAO 127117"
636744	"HD  20783"	"SAO 194235"
1410206	"HD 207830"	"SAO 127119"
1232846	"HD 207832"	"SAO 190699"
1217473	"HD 207834"	"SAO 190701"
3471066	"HD 207836"	"SAO 230885"
3351148	"HD 207838"	"SAO 255098"
73264	"HD 207839"	"SAO  51363"
3056626	"HD  20784"	"SAO 233070"
1479114	"HD 207840"	"SAO 107445"
1468349	"HD 207841"	"SAO 107448"
1362393	"HD 207842"	"SAO 145712"
1341345	"HD 207843"	"SAO 145711"
1321471	"HD 207844"	"SAO 145713"
1252512	"HD 207847"	"SAO 190698"
1217490	"HD 207849"	"SAO 190702"
3056638	"HD  20785"	"SAO 233068"
3453872	"HD 207851"	"SAO 230886"
3436563	"HD 207852"	"SAO 230887"
3419799	"HD 207853"	"SAO 247218"
73192	"HD 207855"	"SAO  33800"
15330	"HD 207856"	"SAO  51365"
1584075	"HD 207857"	"SAO  71767"
1498407	"HD 207858"	"SAO  90053"
1468328	"HD 207859"	"SAO 107450"
3093770	"HD  20786"	"SAO 248772"
1444807	"HD 207860"	"SAO 107453"
1428519	"HD 207861"	"SAO 107452"
1419009	"HD 207862"	"SAO 127121"
1321493	"HD 207863"	"SAO 145715"
11596565	"HD 207865"	"SAO 164701"
1272727	"HD 207866"	"SAO 190703"
1189922	"HD 207867"	"SAO 213361"
3351076	"HD 207868"	"SAO 255099"
3336224	"HD 207869"	"SAO 255100"
227809	"HD  20787"	"SAO  23999"
3336195	"HD 207870"	"SAO 257979"
277990	"HD 207871"	"SAO  10158"
157505	"HD 207872"	"SAO  33799"
1428538	"HD 207873"	"SAO 107455"
1380490	"HD 207874"	"SAO 127122"
1380504	"HD 207875"	"SAO 127123"
1292066	"HD 207877"	"SAO 164702"
1272718	"HD 207878"	"SAO 164703"
139282	"HD  20788"	"SAO  38764"
3419778	"HD 207880"	"SAO 230888"
3404320	"HD 207881"	"SAO 247219"
3320582	"HD 207883"	"SAO 257983"
220413	"HD 207884"	"SAO  19670"
220413	"HD 207884A"	"SAO  19670"
119438	"HD 207885"	"SAO  33803"
34111	"HD 207886"	"SAO  51368"
1419048	"HD 207887"	"SAO 127125"
1351534	"HD 207888"	"SAO 145716"
1321392	"HD 207889"	"SAO 145718"
632076	"HD  20789"	"SAO 111143"
1292067	"HD 207890"	"SAO 164704"
1282490	"HD 207891"	"SAO 164705"
1217491	"HD 207892"	"SAO 190705"
1189861	"HD 207893"	"SAO 213363"
1161215	"HD 207894"	"SAO 213365"
1161223	"HD 207895"	"SAO 213364"
3336196	"HD 207896"	"SAO 257980"
302210	"HD 207897"	"SAO   3625"
119439	"HD 207898"	"SAO  33804"
15331	"HD 207899"	"SAO  51369"
1295915	"HD   2079"	"SAO 147261"
632550	"HD  20790"	"SAO 111144"
1498438	"HD 207901"	"SAO  90055"
1458100	"HD 207902"	"SAO 107457"
1272728	"HD 207904"	"SAO 190706"
1272655	"HD 207905"	"SAO 190707"
1144356	"HD 207906"	"SAO 213366"
15332	"HD 207907"	"SAO  51370"
1525607	"HD 207908"	"SAO  71774"
1410208	"HD 207909"	"SAO 127128"
632549	"HD  20791"	"SAO 111142"
1351546	"HD 207910"	"SAO 145720"
1341420	"HD 207911"	"SAO 145719"
1310682	"HD 207913"	"SAO 164706"
1300763	"HD 207914"	"SAO 164707"
3335866	"HD 207918"	"SAO 257982"
1498439	"HD 207919"	"SAO  90056"
633624	"HD  20792"	"SAO 130431"
1351573	"HD 207920"	"SAO 145721"
1300736	"HD 207921"	"SAO 164708"
1282416	"HD 207923"	"SAO 164709"
1232820	"HD 207924"	"SAO 190708"
3452923	"HD 207925"	"SAO 230889"
3404378	"HD 207926"	"SAO 247220"
3404404	"HD 207927"	"SAO 247221"
3387167	"HD 207928"	"SAO 247222"
5547161	"HD 207929"	"SAO   3607"
5547161	"HD 207929A"	"SAO   3607"
317215	"HD 207929B"	"SAO   3608"
635251	"HD  20793"	"SAO 148908"
157528	"HD 207930"	"SAO  33807"
1507978	"HD 207931"	"SAO  90057"
1479088	"HD 207932"	"SAO  90059"
1444823	"HD 207933"	"SAO 107460"
1341471	"HD 207935"	"SAO 145722"
1310671	"HD 207936"	"SAO 164711"
1310683	"HD 207937"	"SAO 164710"
1232851	"HD 207938"	"SAO 190709"
1161216	"HD 207939"	"SAO 213371"
3000889	"HD  20794"	"SAO 216263"
3436565	"HD 207942"	"SAO 230890"
73245	"HD 207945"	"SAO  51371"
1525656	"HD 207946"	"SAO  90058"
1351480	"HD 207947"	"SAO 145723"
1341472	"HD 207948"	"SAO 145724"
1310656	"HD 207949"	"SAO 164712"
3139102	"HD  20795"	"SAO 248771"
1252538	"HD 207950"	"SAO 190710"
199694	"HD 207951"	"SAO  19673"
34112	"HD 207952"	"SAO  51374"
34170	"HD 207953"	"SAO  51376"
2939	"HD 207954"	"SAO  51377"
1584091	"HD 207955"	"SAO  71779"
1487707	"HD 207956"	"SAO  90061"
1341346	"HD 207957"	"SAO 145727"
1300748	"HD 207958"	"SAO 164713"
255644	"HD  20796"	"SAO  12744"
1232821	"HD 207960"	"SAO 190711"
11590935	"HD 207962"	"SAO 213369"
1161224	"HD 207963"	"SAO 213373"
3369843	"HD 207964"	"SAO 255101"
220233	"HD 207965"	"SAO  19672"
2773	"HD 207966"	"SAO  51378"
2773	"HD 207966A"	"SAO  51378"
1584078	"HD 207967"	"SAO  71782"
1300659	"HD 207969"	"SAO 164714"
1300659	"HD 207969A"	"SAO 164714"
255971	"HD  20797"	"SAO  12743"
11590948	"HD 207970"	"SAO 190714"
1161152	"HD 207971"	"SAO 213374"
3452952	"HD 207972"	"SAO 230892"
3369863	"HD 207973"	"SAO 255102"
3351149	"HD 207974"	"SAO 255103"
97444	"HD 207975"	"SAO  33808"
73247	"HD 207976"	"SAO  51375"
1540294	"HD 207977"	"SAO  71786"
1507935	"HD 207978"	"SAO  90065"
1444793	"HD 207979"	"SAO 107462"
243240	"HD  20798"	"SAO  12741"
1444808	"HD 207980"	"SAO 107463"
1310657	"HD 207983"	"SAO 164715"
1282495	"HD 207985"	"SAO 164716"
