oid	hd_id	sao_id
2079	"HD 206462"	"SAO  71604"
2079	"HD 206462A"	"SAO  71604"
1550770	"HD 206463"	"SAO  71602"
1444501	"HD 206464"	"SAO 107332"
1428306	"HD 206465"	"SAO 126999"
1418819	"HD 206466"	"SAO 127001"
1409937	"HD 206467"	"SAO 126998"
1399462	"HD 206468"	"SAO 127000"
1321112	"HD 206469"	"SAO 145600"
634418	"HD  20647"	"SAO 130416"
1310434	"HD 206470"	"SAO 164592"
1300508	"HD 206471"	"SAO 164594"
1291589	"HD 206472"	"SAO 164591"
1272470	"HD 206474"	"SAO 190571"
1217117	"HD 206477"	"SAO 190572"
634720	"HD  20648"	"SAO 148900"
3350875	"HD 206481"	"SAO 255064"
156359	"HD 206482"	"SAO  33652"
119781	"HD 206483"	"SAO  33654"
96678	"HD 206484"	"SAO  33655"
1478838	"HD 206485"	"SAO 107334"
1444502	"HD 206486"	"SAO 107333"
1409996	"HD 206487"	"SAO 127002"
1380062	"HD 206488"	"SAO 127004"
1361969	"HD 206489"	"SAO 145604"
1351249	"HD 206490"	"SAO 145606"
1321047	"HD 206491"	"SAO 145603"
1321059	"HD 206492"	"SAO 145602"
1300509	"HD 206493"	"SAO 164596"
1291590	"HD 206495"	"SAO 164595"
11596559	"HD 206496"	"SAO 164597"
1272471	"HD 206497"	"SAO 190574"
1252235	"HD 206499"	"SAO 190573"
1315043	"HD   2065"	"SAO 147257"
637374	"HD  20650"	"SAO 194221"
3471039	"HD 206500"	"SAO 230813"
3404086	"HD 206502"	"SAO 247155"
3350855	"HD 206503"	"SAO 255063"
3335853	"HD 206504"	"SAO 257956"
3320349	"HD 206505"	"SAO 257957"
290139	"HD 206506"	"SAO   3593"
251349	"HD 206507"	"SAO  10111"
199143	"HD 206508"	"SAO  19567"
119394	"HD 206509"	"SAO  33656"
2971553	"HD  20651"	"SAO 194220"
34058	"HD 206510"	"SAO  51179"
1550802	"HD 206511"	"SAO  71607"
1409997	"HD 206512"	"SAO 127003"
1361844	"HD 206513"	"SAO 145608"
1310411	"HD 206514"	"SAO 145607"
1272454	"HD 206515"	"SAO 164598"
1252236	"HD 206517"	"SAO 190575"
1189677	"HD 206519"	"SAO 213233"
3404110	"HD 206521"	"SAO 247156"
219743	"HD 206522"	"SAO  19563"
34070	"HD 206523"	"SAO  51182"
15307	"HD 206524"	"SAO  51188"
1478873	"HD 206525"	"SAO  89913"
1428267	"HD 206526"	"SAO 107336"
1418807	"HD 206527"	"SAO 127006"
1351242	"HD 206528"	"SAO 145610"
1321116	"HD 206529"	"SAO 145609"
51867	"HD  20653"	"SAO  56365"
1189665	"HD 206531"	"SAO 213236"
1143620	"HD 206532"	"SAO 213237"
3436480	"HD 206533"	"SAO 230814"
3369832	"HD 206535"	"SAO 255062"
157466	"HD 206536"	"SAO  33657"
119395	"HD 206537"	"SAO  33660"
2510	"HD 206538"	"SAO  51189"
1539933	"HD 206539"	"SAO  71610"
629738	"HD  20654"	"SAO  56363"
1428268	"HD 206540"	"SAO 107340"
1300534	"HD 206543"	"SAO 164599"
1272455	"HD 206546"	"SAO 164601"
1232545	"HD 206548"	"SAO 190577"
630738	"HD  20655"	"SAO  75873"
11596242	"HD 206550"	"SAO 190576"
1203812	"HD 206551"	"SAO 213238"
3404307	"HD 206552"	"SAO 247158"
3290884	"HD 206553"	"SAO 258931"
251707	"HD 206554"	"SAO  10113"
237572	"HD 206555"	"SAO  19564"
1468147	"HD 206556"	"SAO 107339"
1428308	"HD 206557"	"SAO 127009"
1351243	"HD 206558"	"SAO 145611"
1351244	"HD 206559"	"SAO 145612"
631792	"HD  20656"	"SAO  93387"
1320975	"HD 206560"	"SAO 145613"
1291592	"HD 206561"	"SAO 164600"
1232558	"HD 206562"	"SAO 190578"
1217198	"HD 206563"	"SAO 190579"
1143967	"HD 206564"	"SAO 213239"
3470802	"HD 206565"	"SAO 230815"
277986	"HD 206567"	"SAO  10106"
219791	"HD 206568"	"SAO  19568"
2513	"HD 206569"	"SAO  51196"
636028	"HD  20657"	"SAO 168456"
1550849	"HD 206570"	"SAO  71613"
1362009	"HD 206571"	"SAO 145614"
3404112	"HD 206575"	"SAO 247159"
11588282	"HD 206576"	"SAO 247160"
237599	"HD 206578"	"SAO  19566"
1583609	"HD 206579"	"SAO  71614"
3139098	"HD  20658"	"SAO 248767"
1478910	"HD 206580"	"SAO 107341"
1362010	"HD 206581"	"SAO 145615"
3436254	"HD 206584"	"SAO 230816"
14764	"HD 206586"	"SAO  51201"
1583610	"HD 206587"	"SAO  71615"
1507610	"HD 206588"	"SAO  89918"
1428287	"HD 206589"	"SAO 107343"
3180397	"HD  20659"	"SAO 248765"
1428286	"HD 206590"	"SAO 107344"
1310435	"HD 206591"	"SAO 164602"
1300526	"HD 206593"	"SAO 164604"
1291593	"HD 206595"	"SAO 164603"
1282248	"HD 206596"	"SAO 164605"
1143622	"HD 206597"	"SAO 213243"
1143968	"HD 206598"	"SAO 213242"
1295914	"HD   2066"	"SAO 147258"
243260	"HD  20660"	"SAO  12726"
68112	"HD 206601"	"SAO  51200"
2080	"HD 206602"	"SAO  71619"
1550815	"HD 206603"	"SAO  71623"
1539916	"HD 206604"	"SAO  71622"
1539961	"HD 206605"	"SAO  71624"
1409985	"HD 206606"	"SAO 127011"
1361962	"HD 206607"	"SAO 145617"
1361971	"HD 206608"	"SAO 145618"
1341153	"HD 206609"	"SAO 145616"
212243	"HD  20661"	"SAO  23978"
1321061	"HD 206610"	"SAO 145619"
1252237	"HD 206611"	"SAO 190580"
3471040	"HD 206613"	"SAO 230817"
3350876	"HD 206615"	"SAO 255066"
251708	"HD 206616"	"SAO  10115"
237561	"HD 206617"	"SAO  19571"
1428289	"HD 206619"	"SAO 107347"
179403	"HD  20662"	"SAO  23977"
1418836	"HD 206620"	"SAO 127012"
1341154	"HD 206621"	"SAO 145620"
1310436	"HD 206622"	"SAO 164606"
1310437	"HD 206623"	"SAO 164607"
1272473	"HD 206625"	"SAO 190581"
1217212	"HD 206627"	"SAO 190582"
11590107	"HD 206629"	"SAO 230818"
630544	"HD  20663"	"SAO  75875"
237573	"HD 206631"	"SAO  19573"
33479	"HD 206632"	"SAO  51204"
1525336	"HD 206633"	"SAO  71628"
1410012	"HD 206634"	"SAO 127013"
1380024	"HD 206635"	"SAO 127015"
1379947	"HD 206636"	"SAO 145621"
1321117	"HD 206637"	"SAO 145622"
1282142	"HD 206638"	"SAO 164608"
630722	"HD  20664"	"SAO  75876"
1232559	"HD 206640"	"SAO 190583"
1189684	"HD 206641"	"SAO 213245"
1143623	"HD 206642"	"SAO 213248"
3387398	"HD 206643"	"SAO 247162"
2466	"HD 206644"	"SAO  51207"
1539936	"HD 206645"	"SAO  71629"
1487411	"HD 206646"	"SAO  89921"
1272456	"HD 206647"	"SAO 164610"
1272465	"HD 206648"	"SAO 190584"
1232546	"HD 206649"	"SAO 190586"
632035	"HD  20665"	"SAO 111128"
1203879	"HD 206650"	"SAO 213246"
3350860	"HD 206653"	"SAO 255067"
264705	"HD 206654"	"SAO  10114"
2370	"HD 206655"	"SAO  51211"
2379	"HD 206656"	"SAO  51212"
1550816	"HD 206657"	"SAO  71630"
1444526	"HD 206658"	"SAO 107349"
1428216	"HD 206659"	"SAO 127017"
1380064	"HD 206660"	"SAO 127018"
1310457	"HD 206661"	"SAO 164609"
1282267	"HD 206663"	"SAO 164611"
1217204	"HD 206664"	"SAO 190587"
11596217	"HD 206665"	"SAO 190588"
1203880	"HD 206666"	"SAO 213249"
3470803	"HD 206667"	"SAO 230819"
635109	"HD  20667"	"SAO 148901"
3304705	"HD 206670"	"SAO 258917"
96638	"HD 206671"	"SAO  33667"
96680	"HD 206672"	"SAO  33665"
14766	"HD 206673"	"SAO  51214"
1498134	"HD 206674"	"SAO  89923"
1418810	"HD 206675"	"SAO 127019"
1300454	"HD 206676"	"SAO 164613"
1291594	"HD 206677"	"SAO 164612"
636723	"HD  20668"	"SAO 168455"
1252144	"HD 206680"	"SAO 190589"
1161008	"HD 206681"	"SAO 213251"
3471445	"HD 206682"	"SAO 230820"
3419791	"HD 206683"	"SAO 247161"
3404076	"HD 206684"	"SAO 247163"
3387158	"HD 206685"	"SAO 247164"
3387201	"HD 206686"	"SAO 255065"
14758	"HD 206687"	"SAO  51216"
1539962	"HD 206688"	"SAO  71640"
1418846	"HD 206689"	"SAO 127021"
211875	"HD  20669"	"SAO  23983"
3436288	"HD 206690"	"SAO 230822"
11586684	"HD 206691"	"SAO 255068"
11586146	"HD 206692"	"SAO 257958"
3320301	"HD 206693"	"SAO 257960"
237562	"HD 206694"	"SAO  19575"
73175	"HD 206696"	"SAO  33672"
1583595	"HD 206698"	"SAO  71635"
1550784	"HD 206699"	"SAO  71636"
179404	"HD  20670"	"SAO  23979"
1498156	"HD 206700"	"SAO  89925"
1478911	"HD 206701"	"SAO 107354"
1291627	"HD 206703"	"SAO 164615"
1291626	"HD 206704"	"SAO 164614"
1272475	"HD 206706"	"SAO 190591"
11596250	"HD 206707"	"SAO 190592"
1232560	"HD 206708"	"SAO 190590"
11590586	"HD 206709"	"SAO 213255"
630354	"HD  20671"	"SAO  75878"
3452883	"HD 206712"	"SAO 230821"
3436535	"HD 206713"	"SAO 230824"
3436534	"HD 206714"	"SAO 230823"
1583615	"HD 206718"	"SAO  71641"
1498067	"HD 206719"	"SAO  89926"
632759	"HD  20672"	"SAO 111127"
1428271	"HD 206720"	"SAO 107355"
1399527	"HD 206721"	"SAO 127023"
1310458	"HD 206722"	"SAO 164616"
1300496	"HD 206723"	"SAO 164617"
1189679	"HD 206725"	"SAO 213253"
1189605	"HD 206726"	"SAO 213256"
3369833	"HD 206728"	"SAO 255069"
3320337	"HD 206729"	"SAO 257961"
251338	"HD 206730"	"SAO  10118"
68116	"HD 206731"	"SAO  51217"
15294	"HD 206732"	"SAO  51220"
1498136	"HD 206733"	"SAO  89928"
1457842	"HD 206734"	"SAO 107356"
1418758	"HD 206735"	"SAO 127025"
1399528	"HD 206736"	"SAO 127024"
1399528	"HD 206736A"	"SAO 127024"
1341112	"HD 206737"	"SAO 145623"
1321048	"HD 206738"	"SAO 145624"
1300511	"HD 206739"	"SAO 164618"
291809	"HD  20674"	"SAO   4904"
1282249	"HD 206740"	"SAO 164619"
1232488	"HD 206741"	"SAO 190595"
1189680	"HD 206742"	"SAO 213258"
3471053	"HD 206743"	"SAO 230825"
3404310	"HD 206744"	"SAO 247165"
96616	"HD 206747"	"SAO  33674"
73395	"HD 206748"	"SAO  51219"
2381	"HD 206749"	"SAO  51221"
141862	"HD  20675"	"SAO  38753"
1583618	"HD 206750"	"SAO  71642"
1418759	"HD 206751"	"SAO 127028"
11596355	"HD 206755"	"SAO 190594"
1217205	"HD 206756"	"SAO 190593"
3471070	"HD 206757"	"SAO 230826"
3436282	"HD 206758"	"SAO 230828"
3419574	"HD 206759"	"SAO 247166"
112987	"HD  20676"	"SAO  38749"
3404038	"HD 206760"	"SAO 247167"
96617	"HD 206763"	"SAO  33678"
1525399	"HD 206764"	"SAO  89930"
1379949	"HD 206765"	"SAO 145626"
1341113	"HD 206766"	"SAO 145625"
1291499	"HD 206767"	"SAO 164620"
1217428	"HD 206768"	"SAO 190596"
87389	"HD  20677"	"SAO  38750"
3335855	"HD 206771"	"SAO 257959"
251350	"HD 206772"	"SAO  10122"
158120	"HD 206773"	"SAO  33677"
1583586	"HD 206774"	"SAO  71643"
1498173	"HD 206775"	"SAO  89932"
1478896	"HD 206776"	"SAO 107359"
1478914	"HD 206777"	"SAO 107360"
1428414	"HD 206778"	"SAO 127029"
1399516	"HD 206779"	"SAO 127030"
629983	"HD  20678"	"SAO  56366"
1399529	"HD 206780"	"SAO 127031"
1341117	"HD 206781"	"SAO 145628"
1321063	"HD 206782"	"SAO 145627"
1291604	"HD 206783"	"SAO 164621"
1204115	"HD 206785"	"SAO 213260"
3452937	"HD 206786"	"SAO 230829"
11589996	"HD 206788"	"SAO 247168"
3419562	"HD 206789"	"SAO 247169"
630365	"HD  20679"	"SAO  75880"
97777	"HD 206790"	"SAO  33681"
15310	"HD 206791"	"SAO  51226"
1507653	"HD 206792"	"SAO  89934"
1487413	"HD 206793"	"SAO  89935"
1428311	"HD 206794"	"SAO 127032"
1351288	"HD 206795"	"SAO 145629"
1300455	"HD 206796"	"SAO 164622"
1252469	"HD 206797"	"SAO 190597"
11596236	"HD 206798"	"SAO 190599"
1217430	"HD 206799"	"SAO 190600"
1277679	"HD   2068"	"SAO 166250"
630527	"HD  20680"	"SAO  75879"
3387139	"HD 206804"	"SAO 247172"
3387149	"HD 206805"	"SAO 247171"
302255	"HD 206806"	"SAO   3595"
1583590	"HD 206807"	"SAO  71646"
1478915	"HD 206808"	"SAO 107361"
1418813	"HD 206809"	"SAO 127033"
631102	"HD  20681"	"SAO  93394"
1351245	"HD 206810"	"SAO 145633"
1341114	"HD 206811"	"SAO 145630"
1341155	"HD 206812"	"SAO 145632"
1321118	"HD 206814"	"SAO 145631"
1310438	"HD 206815"	"SAO 164623"
11596362	"HD 206817"	"SAO 190598"
1144717	"HD 206818"	"SAO 213262"
5547708	"HD  20682"	"SAO  93392"
237712	"HD 206821"	"SAO  19585"
119398	"HD 206822"	"SAO  33684"
119407	"HD 206823"	"SAO  33682"
68117	"HD 206824"	"SAO  51228"
15311	"HD 206825"	"SAO  51232"
1507612	"HD 206826"	"SAO  89940"
1507611	"HD 206827"	"SAO  89939"
1507702	"HD 206828"	"SAO  89938"
1498138	"HD 206829"	"SAO  89937"
5547708	"HD  20682A"	"SAO  93392"
631101	"HD  20682B"	"SAO  93391"
633101	"HD  20683"	"SAO 130422"
1468161	"HD 206830"	"SAO 107362"
1418837	"HD 206831"	"SAO 127034"
1321065	"HD 206832"	"SAO 145634"
1321119	"HD 206833"	"SAO 145635"
1321425	"HD 206834"	"SAO 145637"
1291978	"HD 206835"	"SAO 164624"
3471044	"HD 206837"	"SAO 230830"
3419750	"HD 206838"	"SAO 247170"
11586685	"HD 206841"	"SAO 255070"
157478	"HD 206842"	"SAO  33683"
119400	"HD 206843"	"SAO  33686"
73176	"HD 206844"	"SAO  33687"
73176	"HD 206845"	"SAO  33687"
1550806	"HD 206846"	"SAO  71649"
1539940	"HD 206847"	"SAO  71650"
1498157	"HD 206848"	"SAO  89943"
1399530	"HD 206849"	"SAO 127035"
2970768	"HD  20685"	"SAO 216251"
1321050	"HD 206850"	"SAO 145636"
1252467	"HD 206852"	"SAO 190602"
1252470	"HD 206853"	"SAO 190603"
1217440	"HD 206854"	"SAO 190604"
3436536	"HD 206855"	"SAO 230832"
96639	"HD 206857"	"SAO  33688"
1507691	"HD 206858"	"SAO  89942"
1468162	"HD 206859"	"SAO 107365"
3027400	"HD  20686"	"SAO 216249"
1458022	"HD 206860"	"SAO 107364"
1418847	"HD 206861"	"SAO 127037"
1409987	"HD 206862"	"SAO 127038"
1399531	"HD 206863"	"SAO 127036"
1399531	"HD 206863A"	"SAO 127036"
1282453	"HD 206867"	"SAO 164625"
1217405	"HD 206868"	"SAO 190605"
243171	"HD  20687"	"SAO  12728"
3452732	"HD 206871"	"SAO 230831"
11588312	"HD 206872"	"SAO 247173"
1507615	"HD 206874"	"SAO  89944"
1498106	"HD 206875"	"SAO  89945"
1478877	"HD 206876"	"SAO  89947"
1341332	"HD 206877"	"SAO 145638"
1300692	"HD 206878"	"SAO 164626"
227212	"HD  20688"	"SAO  23986"
1232722	"HD 206882"	"SAO 190606"
1144176	"HD 206884"	"SAO 213268"
11586671	"HD 206885"	"SAO 255071"
68120	"HD 206887"	"SAO  51235"
1525338	"HD 206888"	"SAO  71653"
1525400	"HD 206889"	"SAO  89946"
227253	"HD  20689"	"SAO  23985"
1399702	"HD 206891"	"SAO 127039"
1321413	"HD 206892"	"SAO 145640"
1300682	"HD 206893"	"SAO 164627"
1232766	"HD 206894"	"SAO 190607"
3387159	"HD 206895"	"SAO 247174"
3369838	"HD 206896"	"SAO 255072"
220398	"HD 206897"	"SAO  19593"
1550808	"HD 206898"	"SAO  71654"
1525353	"HD 206899"	"SAO  71655"
1277683	"HD   2069"	"SAO 166248"
180121	"HD  20690"	"SAO  23984"
1525401	"HD 206900"	"SAO  89948"
1498140	"HD 206901"	"SAO  89949"
1468106	"HD 206902"	"SAO 107369"
1444515	"HD 206903"	"SAO 107368"
1341364	"HD 206904"	"SAO 145641"
1300694	"HD 206905"	"SAO 164628"
1189884	"HD 206907"	"SAO 213270"
112972	"HD  20691"	"SAO  38751"
3387203	"HD 206910"	"SAO 247175"
3369537	"HD 206911"	"SAO 255073"
219835	"HD 206913"	"SAO  19595"
1550809	"HD 206914"	"SAO  71657"
1498145	"HD 206915"	"SAO  89950"
1351503	"HD 206916"	"SAO 145643"
51868	"HD  20692"	"SAO  56369"
1144177	"HD 206920"	"SAO 213271"
3452920	"HD 206921"	"SAO 230834"
219809	"HD 206922"	"SAO  19597"
199843	"HD 206923"	"SAO  19598"
1478897	"HD 206924"	"SAO 107370"
1362348	"HD 206925"	"SAO 145642"
1300684	"HD 206926"	"SAO 164630"
1282446	"HD 206928"	"SAO 164632"
1282446	"HD 206928A"	"SAO 164632"
634709	"HD  20693"	"SAO 148903"
1217432	"HD 206931"	"SAO 190608"
1144178	"HD 206933"	"SAO 213274"
1144178	"HD 206933A"	"SAO 213274"
3320579	"HD 206935"	"SAO 257962"
157494	"HD 206936"	"SAO  33693"
1498376	"HD 206937"	"SAO  89951"
1380441	"HD 206938"	"SAO 127042"
1362356	"HD 206939"	"SAO 145645"
635044	"HD  20694"	"SAO 148902"
1351469	"HD 206940"	"SAO 145644"
1300695	"HD 206942"	"SAO 164629"
1291970	"HD 206944"	"SAO 164631"
3436477	"HD 206947"	"SAO 230835"
11590165	"HD 206948"	"SAO 230836"
3419575	"HD 206949"	"SAO 247176"
637357	"HD  20695"	"SAO 194225"
3404312	"HD 206950"	"SAO 247178"
251709	"HD 206952"	"SAO  10126"
219837	"HD 206953"	"SAO  19602"
68122	"HD 206954"	"SAO  51243"
34343	"HD 206955"	"SAO  51242"
1232759	"HD 206957"	"SAO 190610"
1189890	"HD 206958"	"SAO 213273"
2971554	"HD  20696"	"SAO 194224"
3404363	"HD 206960"	"SAO 247179"
119409	"HD 206962"	"SAO  33702"
34076	"HD 206963"	"SAO  51244"
1550771	"HD 206964"	"SAO  71661"
1487602	"HD 206965"	"SAO  89955"
1487600	"HD 206966"	"SAO  89952"
1479052	"HD 206967"	"SAO  89956"
1380442	"HD 206968"	"SAO 127044"
1321410	"HD 206969"	"SAO 145646"
630752	"HD  20697"	"SAO  75882"
1204154	"HD 206971"	"SAO 190611"
3419751	"HD 206975"	"SAO 247177"
1550786	"HD 206977"	"SAO  71664"
1525583	"HD 206978"	"SAO  71666"
1525588	"HD 206979"	"SAO  89959"
631114	"HD  20698"	"SAO  93396"
1498374	"HD 206980"	"SAO  89960"
1291973	"HD 206982"	"SAO 164634"
1291972	"HD 206983"	"SAO 164633"
11590164	"HD 206986"	"SAO 230838"
15296	"HD 206987"	"SAO  51246"
1540256	"HD 206988"	"SAO  71668"
1540262	"HD 206989"	"SAO  71667"
632760	"HD  20699"	"SAO 111131"
1507893	"HD 206990"	"SAO  89962"
1507895	"HD 206991"	"SAO  89963"
1468305	"HD 206992"	"SAO 107374"
1418975	"HD 206993"	"SAO 127045"
1291984	"HD 206995"	"SAO 164635"
1252468	"HD 206996"	"SAO 190612"
1161163	"HD 206997"	"SAO 213277"
3404089	"HD 206998"	"SAO 247181"
3387152	"HD 206999"	"SAO 247183"
1403412	"HD    207"	"SAO 109012"
3262436	"HD   2070"	"SAO 232027"
2985081	"HD  20700"	"SAO 216252"
3320580	"HD 207000"	"SAO 257964"
15549	"HD 207001"	"SAO  51245"
1498381	"HD 207002"	"SAO  89964"
1468294	"HD 207003"	"SAO 107375"
1341372	"HD 207004"	"SAO 145647"
1321384	"HD 207005"	"SAO 145648"
1300685	"HD 207006"	"SAO 164636"
1282448	"HD 207007"	"SAO 164637"
1217443	"HD 207009"	"SAO 190613"
141638	"HD  20701"	"SAO  38756"
1144738	"HD 207010"	"SAO 230837"
3471048	"HD 207011"	"SAO 230839"
3419789	"HD 207012"	"SAO 247180"
3419563	"HD 207013"	"SAO 247182"
3387113	"HD 207014"	"SAO 255074"
3351097	"HD 207015"	"SAO 255076"
3320553	"HD 207016"	"SAO 257963"
199592	"HD 207017"	"SAO  19607"
199597	"HD 207018"	"SAO  19605"
119404	"HD 207019"	"SAO  33709"
632377	"HD  20702"	"SAO 111133"
68123	"HD 207020"	"SAO  51250"
1540257	"HD 207021"	"SAO  71670"
1468297	"HD 207022"	"SAO 107377"
1380444	"HD 207023"	"SAO 127048"
1232767	"HD 207025"	"SAO 190616"
1232723	"HD 207026"	"SAO 190615"
1161162	"HD 207027"	"SAO 213281"
3387204	"HD 207028"	"SAO 247186"
264967	"HD 207029"	"SAO  10127"
633176	"HD  20703"	"SAO 130423"
237565	"HD 207030"	"SAO  19603"
34345	"HD 207031"	"SAO  51253"
1458035	"HD 207032"	"SAO 107380"
1444748	"HD 207033"	"SAO 107382"
1310620	"HD 207034"	"SAO 164638"
1252472	"HD 207038"	"SAO 190617"
635773	"HD  20704"	"SAO 168457"
1189887	"HD 207040"	"SAO 213280"
3419794	"HD 207042"	"SAO 247184"
3404344	"HD 207043"	"SAO 247185"
3387160	"HD 207044"	"SAO 247188"
3369812	"HD 207045"	"SAO 255075"
3320554	"HD 207046"	"SAO 257965"
158040	"HD 207049"	"SAO  33710"
635783	"HD  20705"	"SAO 168459"
15297	"HD 207050"	"SAO  51255"
1351512	"HD 207051"	"SAO 145649"
1310647	"HD 207052"	"SAO 164639"
11596282	"HD 207053"	"SAO 190619"
1232763	"HD 207054"	"SAO 190618"
15551	"HD 207057"	"SAO  51256"
1540258	"HD 207058"	"SAO  71673"
1507880	"HD 207059"	"SAO  89966"
636029	"HD  20706"	"SAO 168458"
1444758	"HD 207060"	"SAO 107383"
1310587	"HD 207061"	"SAO 164640"
1282454	"HD 207062"	"SAO 164641"
1189891	"HD 207066"	"SAO 213286"
199146	"HD 207067"	"SAO  19611"
199146	"HD 207067A"	"SAO  19611"
1584029	"HD 207068"	"SAO  71674"
1507885	"HD 207069"	"SAO  89967"
637375	"HD  20707"	"SAO 194226"
1498371	"HD 207070"	"SAO  89970"
1498379	"HD 207071"	"SAO  89971"
1418970	"HD 207073"	"SAO 127050"
1410180	"HD 207074"	"SAO 127052"
1362364	"HD 207075"	"SAO 145653"
1362328	"HD 207076"	"SAO 145652"
1321422	"HD 207077"	"SAO 145657"
1321429	"HD 207078"	"SAO 145654"
1300680	"HD 207079"	"SAO 164642"
3056613	"HD  20708"	"SAO 233064"
1291942	"HD 207080"	"SAO 164643"
1252466	"HD 207081"	"SAO 190621"
3452938	"HD 207082"	"SAO 230840"
3419774	"HD 207083"	"SAO 230841"
157543	"HD 207086"	"SAO  33717"
15345	"HD 207087"	"SAO  51261"
1551094	"HD 207088"	"SAO  71675"
1487603	"HD 207089"	"SAO  89972"
280270	"HD  20709"	"SAO   4903"
1410175	"HD 207090"	"SAO 127053"
1341374	"HD 207091"	"SAO 145655"
1341373	"HD 207092"	"SAO 145656"
1321411	"HD 207093"	"SAO 145658"
1321423	"HD 207094"	"SAO 145659"
1321430	"HD 207095"	"SAO 145660"
1292016	"HD 207098"	"SAO 164644"
3262245	"HD   2071"	"SAO 232028"
268025	"HD  20710"	"SAO   4902"
1272677	"HD 207101"	"SAO 190622"
1217435	"HD 207102"	"SAO 190624"
1217407	"HD 207103"	"SAO 190623"
1144173	"HD 207104"	"SAO 213288"
3452945	"HD 207107"	"SAO 230842"
3452946	"HD 207108"	"SAO 230843"
255620	"HD  20711"	"SAO  12738"
199594	"HD 207110"	"SAO  19612"
68129	"HD 207111"	"SAO  51263"
2372	"HD 207112"	"SAO  51265"
2388	"HD 207113"	"SAO  51266"
1144718	"HD 207114"	"SAO 213290"
119388	"HD 207117"	"SAO  33720"
97804	"HD 207118"	"SAO  33724"
96640	"HD 207119"	"SAO  33722"
242739	"HD  20712"	"SAO  12734"
1540253	"HD 207120"	"SAO  71678"
1498375	"HD 207121"	"SAO  89974"
1310617	"HD 207122"	"SAO 164646"
1291974	"HD 207123"	"SAO 164648"
1252474	"HD 207125"	"SAO 190625"
1217436	"HD 207127"	"SAO 190626"
1161164	"HD 207128"	"SAO 213289"
3436767	"HD 207129"	"SAO 230846"
243261	"HD  20713"	"SAO  12733"
251694	"HD 207130"	"SAO  10131"
119411	"HD 207131"	"SAO  33723"
33462	"HD 207132"	"SAO  51269"
1551092	"HD 207133"	"SAO  71679"
1498380	"HD 207134"	"SAO  89976"
1487604	"HD 207135"	"SAO  89975"
1380445	"HD 207136"	"SAO 127055"
1300697	"HD 207137"	"SAO 164649"
11596591	"HD 207138"	"SAO 164647"
1282409	"HD 207139"	"SAO 164650"
180113	"HD  20714"	"SAO  23987"
1252476	"HD 207140"	"SAO 190627"
1232768	"HD 207141"	"SAO 190628"
1189894	"HD 207142"	"SAO 213291"
3471032	"HD 207144"	"SAO 230844"
290060	"HD 207146"	"SAO   3606"
1487627	"HD 207147"	"SAO  89978"
1362352	"HD 207148"	"SAO 145661"
1362365	"HD 207149"	"SAO 145662"
88003	"HD  20715"	"SAO  38755"
1362329	"HD 207150"	"SAO 145664"
1217437	"HD 207154"	"SAO 190630"
1204161	"HD 207155"	"SAO 213292"
3436291	"HD 207157"	"SAO 230847"
3404123	"HD 207158"	"SAO 247190"
3387502	"HD 207159"	"SAO 247191"
630940	"HD  20716"	"SAO  75883"
3320340	"HD 207160"	"SAO 257968"
15298	"HD 207161"	"SAO  51272"
1507890	"HD 207162"	"SAO  89979"
1507899	"HD 207163"	"SAO  89980"
1479067	"HD 207164"	"SAO 107393"
1444760	"HD 207165"	"SAO 107392"
1418957	"HD 207166"	"SAO 127057"
1341361	"HD 207167"	"SAO 145663"
1321415	"HD 207169"	"SAO 145666"
631939	"HD  20717"	"SAO  93398"
1300689	"HD 207171"	"SAO 164652"
1282439	"HD 207174"	"SAO 164651"
1217439	"HD 207175"	"SAO 190629"
3404366	"HD 207178"	"SAO 247189"
3387114	"HD 207179"	"SAO 255077"
633178	"HD  20718"	"SAO 130426"
3320351	"HD 207180"	"SAO 257971"
5610384	"HD 207181"	"SAO  51275"
2357	"HD 207182"	"SAO  51274"
1584030	"HD 207183"	"SAO  71680"
1418958	"HD 207184"	"SAO 127058"
1362354	"HD 207185"	"SAO 145665"
1310612	"HD 207186"	"SAO 145667"
1282440	"HD 207188"	"SAO 164653"
1282410	"HD 207189"	"SAO 164655"
633623	"HD  20719"	"SAO 130425"
1272668	"HD 207190"	"SAO 164654"
3436576	"HD 207193"	"SAO 230848"
3387161	"HD 207195"	"SAO 247193"
3369851	"HD 207196"	"SAO 255079"
3335888	"HD 207197"	"SAO 257966"
199796	"HD 207198"	"SAO  19621"
1540254	"HD 207199"	"SAO  71683"
635592	"HD  20720"	"SAO 168460"
1487605	"HD 207200"	"SAO  89982"
1479063	"HD 207201"	"SAO 107394"
1399700	"HD 207202"	"SAO 127059"
1399706	"HD 207203"	"SAO 127060"
1351470	"HD 207204"	"SAO 145668"
1321424	"HD 207205"	"SAO 145669"
1300691	"HD 207206"	"SAO 164656"
1282452	"HD 207208"	"SAO 164657"
1272648	"HD 207209"	"SAO 190631"
637153	"HD  20721"	"SAO 194227"
1252452	"HD 207210"	"SAO 190632"
1217467	"HD 207211"	"SAO 190633"
11590621	"HD 207212"	"SAO 213294"
1161210	"HD 207213"	"SAO 213295"
1144342	"HD 207214"	"SAO 213296"
1144344	"HD 207215"	"SAO 213298"
3369827	"HD 207217"	"SAO 255078"
15555	"HD 207218"	"SAO  51277"
